id,is_risk
0,0.04770973996738059
1,0.04827905587532653
2,0.04429682173007109
3,0.05440463289251392
4,0.055375846040428924
5,0.06011535225209754
6,0.04981614495199685
7,0.060970571087141025
8,0.07629093790819277
9,0.05910098386729026
10,0.06534056085150218
11,0.06941626192909375
12,0.050029359783431974
13,0.08490392931733828
14,0.06116514126600949
15,0.06573066633765641
16,0.046879047639271414
17,0.1537104596221777
18,0.06280238688217793
19,0.06274368068369902
20,0.0648171317235445
21,0.07826342408340853
22,0.07029314598931409
23,0.047983849463988884
24,0.04399131777585697
25,0.07124970094339203
26,0.05428902182211911
27,0.045759398838630144
28,0.04554932753568529
29,0.0458757396908459
30,0.047905755039690995
31,0.05765325153352806
32,0.06002194399776504
33,0.07317069674913064
34,0.07861936209062696
35,0.05598906209118724
36,0.04342598584396722
37,0.043867177222850065
38,0.04753662895271162
39,0.06494270387513514
40,0.045060412634230544
41,0.19693298813673282
42,0.05391880144421838
43,0.08176899554742202
44,0.04990621706112961
45,0.06778336753494067
46,0.045002010074185576
47,0.05591682958741467
48,0.06053498146159164
49,0.14447477646864418
50,0.10880343793170424
51,0.06024184405353694
52,0.04884132156950769
53,0.060165212648225275
54,0.08363919363779795
55,0.04958552025578847
56,0.2333412781248386
57,0.291730605890082
58,0.16664805539601807
59,0.07758770685540015
60,0.058965465544668666
61,0.15323349906982797
62,0.836485796582998
63,0.06113579014628256
64,0.1486538436621321
65,0.04497466435694112
66,0.05249311361333006
67,0.070583355237008
68,0.04263505908847312
69,0.04752410233177592
70,0.0645771033581797
71,0.04183448801666117
72,0.04733258934825464
73,0.06807378106527708
74,0.04909295406614276
75,0.05964827607526614
76,0.09571005875490535
77,0.04580431967294334
78,0.057652431289860556
79,0.06521221103707837
80,0.05937761499071252
81,0.05597950231128552
82,0.04449562094139356
83,0.059298920496773495
84,0.1395385948994872
85,0.050184352023277194
86,0.05632690892858072
87,0.06700523222910724
88,0.0510091753260384
89,0.05625117752848149
90,0.052030333771349954
91,0.1680600234069642
92,0.08790765618220811
93,0.1850193589186046
94,0.04991721553685817
95,0.0591986163434166
96,0.05093121966020524
97,0.060750956849553304
98,0.07588953431212007
99,0.05048519521075368
100,0.06340215264679301
101,0.044245239300354754
102,0.0644838183194066
103,0.059260714179318205
104,0.08319848116153
105,0.05971552735007465
106,0.04497300293805882
107,0.058836658273812646
108,0.09855037640168023
109,0.04444555736671811
110,0.06428904633826572
111,0.06169301113011915
112,0.05813108259019941
113,0.05874188401882652
114,0.07144418082157666
115,0.0540182110001149
116,0.05218989515448673
117,0.05405440249345049
118,0.06544975462661332
119,0.06388904410613176
120,0.06442518270622091
121,0.14902398717591456
122,0.06622003403676621
123,0.07868568001544278
124,0.06151788992661187
125,0.04863391103978832
126,0.03936576843735251
127,0.04066931051973996
128,0.044986708663701684
129,0.10672684444262043
130,0.05936374371381935
131,0.08199544456109761
132,0.04263377171724637
133,0.042568207793015435
134,0.04588185633022684
135,0.05927850398353929
136,0.23362958410056475
137,0.047817382959166495
138,0.039542603146546715
139,0.20640554371049083
140,0.23971016691184818
141,0.04870622316411291
142,0.042246372130165334
143,0.3673578825905536
144,0.08150485939225552
145,0.05452299440588425
146,0.06022152301734564
147,0.049050496529812054
148,0.04581992143962809
149,0.04814259854518047
150,0.05073126855648513
151,0.05863237492357556
152,0.05749431422283758
153,0.061763362162116885
154,0.04250898306340878
155,0.06839578300169016
156,0.12297295439260707
157,0.054033729599772366
158,0.04906414498709637
159,0.045261444020847516
160,0.07342949125267074
161,0.048644340734779475
162,0.07403176488414406
163,0.04029374904679349
164,0.0674048399118946
165,0.050609104333835586
166,0.06151991770516519
167,0.06062496357054092
168,0.04698144033825939
169,0.07490121191503298
170,0.06592120665748334
171,0.06003848099398233
172,0.05810920101470881
173,0.05266601368290654
174,0.04915479607134653
175,0.24514102501318522
176,0.05862368493967985
177,0.06753179678152015
178,0.05256487095778637
179,0.05419362420266925
180,0.06293254451794018
181,0.04505691773586262
182,0.04697529740895698
183,0.048577404861537866
184,0.08176459459949872
185,0.043315842491301146
186,0.05074466785280408
187,0.048204559601355196
188,0.06628396541644317
189,0.04512021597772967
190,0.05964782871811974
191,0.06819097577852394
192,0.11887358851157909
