id,is_risk
0,0.04264349195098398
1,0.048330895264717386
2,0.030341968117357253
3,0.042118934146546924
4,0.04148878529207811
5,0.055757700656385786
6,0.04143932005452828
7,0.05293741961542331
8,0.07865191391621476
9,0.05605799352743359
10,0.0737642193358281
11,0.05031868374068156
12,0.035314910230057325
13,0.06445597194544947
14,0.06403911569378802
15,0.05330362826812872
16,0.039773830650793277
17,0.1289479014259298
18,0.056582322992641564
19,0.04886509347945581
20,0.06227828995488819
21,0.050989128952706506
22,0.05168359127328065
23,0.03809302151362263
24,0.03617645053097381
25,0.05353053994180641
26,0.042786445855511036
27,0.044335318509303376
28,0.03130251703609764
29,0.041458317280717236
30,0.03414511103479674
31,0.04514208339635385
32,0.04353142497078895
33,0.08328411347283929
34,0.06824817027957199
35,0.04643676194301383
36,0.033094330158191965
37,0.03488555139789396
38,0.039018256502828766
39,0.05224907449604107
40,0.03342217443412645
41,0.19616129898495208
42,0.04664279886600624
43,0.0849735799056255
44,0.039954738104532275
45,0.06132488103289291
46,0.03944776653853362
47,0.0441009770435962
48,0.052728431894307
49,0.22378690919070574
50,0.13475753593646758
51,0.05829816900280628
52,0.04777421324587115
53,0.05800380830501284
54,0.11562540644829437
55,0.0365721582035589
56,0.2740424273815193
57,0.34857917485647677
58,0.17977115721701714
59,0.05087260126993115
60,0.050729216536412144
61,0.20145483061843547
62,0.909190852518831
63,0.04941966696636211
64,0.12884506614830268
65,0.04094665050580777
66,0.05063286364046156
67,0.053653074722614214
68,0.03278659751415634
69,0.03653977435204293
70,0.051116202156911775
71,0.03529263438720272
72,0.04498035024399018
73,0.06307967370093533
74,0.03615553946641781
75,0.03087360302481946
76,0.1284456191227475
77,0.03936669054294544
78,0.04451778292092228
79,0.060342035398768076
80,0.05741275412199394
81,0.04781709296471651
82,0.03480828793907111
83,0.05163601994754735
84,0.14826142794985614
85,0.0436516098425349
86,0.04478424063128134
87,0.05929897153195322
88,0.0519168009802376
89,0.03477211678681914
90,0.046682461654816564
91,0.16836883277422857
92,0.0636982754043117
93,0.21796039964135785
94,0.03937474082769175
95,0.05196386623602432
96,0.038566645659534354
97,0.04877303319873501
